"",,
Código,Descricao,Autor
"Hanson, Dian","R$       436,00"
"Hanson, Dian","R$       436,00"
"Hanson, Dian","R$       436,00"
"Solomon, Carrie","R$       476,00"
"SOLOMON, CARRIE; MO","RRE$,  A  D   4R7IA6N,00"
"Springs, Alice","R$       350,00"
"Nippoldt, Robert; Kothe","scRh$u  l t  e  4, 3D6a,n0i0el"
"Ireland, Barbara","R$       106,00"
"Ireland, Barbara","R$       185,00"
"Ernst, Bruno","R$       212,00"
Pentawards; Wiedeman,", RJu$l i u  s    4  3   6  , 0  0"
"Wiedemann, Julius","R$       363,00"
Pentawards;Wiedemann,"JRu$li u  s    476,00"
"Milton, Berth","R$       264,00"
"Volker Manuth, Marieke","Re$ W    i n  5ke6l8 ,00"
"Jodidio, Philip","R$       476,00"
Richard Miller,"R$       330,00"
"Hanson, Dian","R$       330,00"
"Heller, Steven; Wiedema","nR,$ J u   l i u 5s94,00"
"Kirsten, Sven","R$       330,00"
"Ford, Rob","R$       317,00"
"Hanson, Dian","R$       330,00"
"Dressendorfer, Werner","R$       363,00"
"Virgil, Abloh","R$       792,00"
"Liu, Yang","R$         88,00"
"","R$       132,00"
"Corbijn, Anton","R$   1.320,00"
"Kothenschulte, Daniel","R$   1.954,00"
Vários autores,"R$   1.056,00"
"Myhrvold, Nathan; Bilet,","MRa$x  i m   e 7 9 2,00"
"Klein, Jeff; Reuel, Golden","R  $     2   . 9  7  0  , 0   0"
"Licitra, Salvatore ; Cascia","iR, $St  e 2fa.7n7o2 ;, 0P0o"
"Friedman, Vanessa","R$   2.772,00"
"","R$       792,00"
Rankin,"R$       436,00"
"Wedel, Michael","R$       363,00"
"Lehbrink, Hartmut","R$       436,00"
9783832795306,30 YEARS OF POLAROIDS,"Bisang, Bruno"
9783832796570,70S CONCEPT CARS,"Schlegelminch, Rainer"
9783832769277,99 NICKNAMED CLASSIC CARS,"Jepsen, Helge; Kockritz,"
9783832733025,"AMELIE CREMER E CARINA VON BULOW, THE WE","Bulow, Carina Von"
9783832732424,ART ARKTIS,"Baum, Dietmar; Papamic"
9783832796587,BEAUTIFUL DISASTERS,"Drebin, David"
9783832797591,BEFORE THEY PASS AWAY,"Nelson, Jimmy"
9783832794781,BERLIN NOW PAPERBACK,"Taube, Edited By Dagma"
9783961711000,BEST PLACES TO RENT ON THE PLANET,"Steinhauer, Marc"
9783832796242,BOGNER MOMENTS 1932 2012,Vários autores
9783832795382,CARS DESIGN ASIA,"Tumminelli, Paolo"
9783832734282,"CASTELBAJAC, FASHION, ART E ROCKNROLL","Castelbajac, Jean-Charle"
9783961712199,CAT: PORTRAITS OF EIGHTY-EIGHT CATS & ON,"Lucasson, Tein"
9783832798765,CELEBRITY PETS,"Quinn, Edward"
9783832732790,CHASING  PARADISE,"Drebin, David"
9783961710522,COLORAMA,George Eastman Museu
9783961711758,CONTEMPORARY DESIGN REVIEW,"Cook, Cindi"
9783832792725,COOL COOKING PRET A DINER,Vários autores
9783832792343,COOL HOTELS ITALY,"Kunz, Martin Nocholas"
9783832792305,COOL HOTELS SPAIN,"Kunz, Martin Nocholas"
9783832795313,"CULT OF BOYS, TOYIN IBIDAPO","Toyin, Ibidapo"
9783832732615,"DES BOUVRIE, ACHITECTURE INTERIOR","Bouvrie, Monique Des"
9783832732868,DIEUX DU STADE,"Goudon, Fred"
9783961710430,DUTCH INTERIOR DESIGN,"Hendrikse, Leonie;Stock,"
9783961710812,ELLIOTT ERWITT'S ROME,"Erwitts, Elliott"
9783961711369,ELLIOTT ERWITTS SCOTLAND,"Erwitts, Elliott"
9783832795771,ELLIOTT ERWITT ́S KOLOR,"Erwitt, Elliott"
9783832732912,FOR THE LOVE OF DOGS,"Leyen, Katharina Von De"
9783832733704,FOR THE LOVE OF STYLE,"Williams, Corinna"
9783961712182,FORESTS IN OUR WORLD: HOW THE CLIMATE AF,"Willinger, Gunther"
9783961711031,GARDEN DESIGN REVIEW,"Knoflach, Ralf"
9783832790318,GENERATION PORSCHE,"Orel, Frank M. ; Brumme"
9783832732844,GREAT STORE DESIGN,"Hantze, Natalie"
9783961711116,"GUMBALL 3000, 20 YEARS ON THE ROAD",Teneues
9783961711109,"GUMBALL 3000, 20 YEARS ON THE ROAD, SMAL",Teneues
9783832734299,HASSELBLAD HARYMANN VOL 5 INSPIRE,Teneues
9783961710249,HOLLYWOOD ROYALE,"Rolston, Matthew"
9783961711956,HORSES OF ICELAND,"Laiz, Guadalupe"
9783832732189,HOW WE LIVE,"Prentice, Marcia"
9783832796648,IDENTICAL  PORTRAITS OF TWINS,"Schoeller, Martin"
9783961710003,INSECTA,"Charles; Nesbit, Adrienn"
9783961710294,JUNGLE SPIRITS,"Ziegler, Christian"
9783832798550,LIVING IN STYLE MUNICH,"Pfuel, Stephanie Von"
9783832794736,MAPPLETHORPE X7,"Mapplethorpe, Robert"
9783961710829,"MICHAEL POLIZA, AFRICA","Poliza, Michael"
9783832798093,MOVE AND WORK,"Birger, Malene"
9783961712007,NEO CLASSICS: FROM FACTORY TO CULT CAR I,"Staud, Rene"
9783832733018,PASSION FOR CARS,"Kockiritz, Michael"
9783832798611,"PIERRE WINTHER,NOTHING BEATS REALITY","Winther, Pierre"
9783832798147,PRIX PICTET 05: CONSUMPTION,Teneues
"Bisang, Bruno","R$       330,00"
"Schlegelminch, Rainer","R$       363,00"
"Jepsen, Helge; Kockritz,","iRc$h a  e  l  363,00"
"Bulow, Carina Von","R$       172,00"
"Baum, Dietmar; Papamic","aRl$is ,   T  i 5n2e8,00"
"Drebin, David","R$       528,00"
"Nelson, Jimmy","R$   1.056,00"
"Taube, Edited By Dagma","VRo$n       264,00"
"Steinhauer, Marc","R$       528,00"
Vários autores,"R$       363,00"
"Tumminelli, Paolo","R$       291,00"
"Castelbajac, Jean-Charle","R$       528,00"
"Lucasson, Tein","R$       264,00"
"Quinn, Edward","R$       396,00"
"Drebin, David","R$       476,00"
George Eastman Museu,"R$       363,00"
"Cook, Cindi","R$       660,00"
Vários autores,"R$         86,00"
"Kunz, Martin Nocholas","R$         86,00"
"Kunz, Martin Nocholas","R$         86,00"
"Toyin, Ibidapo","R$       218,00"
"Bouvrie, Monique Des","R$       330,00"
"Goudon, Fred","R$       304,00"
"Hendrikse, Leonie;Stock,","JeRr$o e   n   396,00"
"Erwitts, Elliott","R$         93,00"
"Erwitts, Elliott","R$       462,00"
"Erwitt, Elliott","R$       594,00"
"Leyen, Katharina Von De","R$       238,00"
"Williams, Corinna","R$       330,00"
"Willinger, Gunther","R$       436,00"
"Knoflach, Ralf","R$       528,00"
"Orel, Frank M. ; Brumme",", RE$lm    a  r 2  3  8   , 0  0"
"Hantze, Natalie","R$       330,00"
Teneues,"R$       436,00"
Teneues,"R$         93,00"
Teneues,"R$       462,00"
"Rolston, Matthew","R$       594,00"
"Laiz, Guadalupe","R$       660,00"
"Prentice, Marcia","R$       396,00"
"Schoeller, Martin","R$       330,00"
"Charles; Nesbit, Adrienn","R$       330,00"
"Ziegler, Christian","R$       370,00"
"Pfuel, Stephanie Von","R$       330,00"
"Mapplethorpe, Robert","R$       330,00"
"Poliza, Michael","R$         93,00"
"Birger, Malene","R$       594,00"
"Staud, Rene","R$       660,00"
"Kockiritz, Michael","R$       330,00"
"Winther, Pierre","R$       396,00"
Teneues,"R$       363,00"
9783832796594,PRIX PICTET 2012  POWER
9783832797287,"REVUE, EUGENIO RECUENCO"
9783961711147,"SERGE RAMELLI, LOS ANGELES"
9783961710515,SOUL FUEL. BMW R NINE T CUSTOMIZERS
9783832732516,SPIRIT OF PLACE
9783652000710,STERN PORTFOLIO - ALISON JACKSON
9783570198995,STERN PORTFOLIO - HEINZ KOSTER
9783570197738,STERN PORTFOLIO - LORD SNOWDON
9783652000680,STERN PORTFOLIO - VOLKER HINZ
9783832734275,"TAKEN!, ENTERTAINING NUDES BY"
9783832769055,THE ASTON MARTIN BOOK  SMALL FORM
9783832798796,THE BEAUTY BOOK
9783832797010,THE EBIKE BOOK
9783961711130,THE EYE: BY FOTOGRAFISKA
9783832733599,THE GREAT BEAUTY
9783961710171,THE HUNTING BOOK  ENGLISH VERSION
9783832734312,THE SUPERYACHT BOOK
9783832798529,"THOMAS HOEPKER, WANDERLUST"
9783961712298,TIME SENSITIV: 3
9783961711055,ULTIMATE LIFESTYLE COLLECTION FOR WOMEM
9783832792503,URBAN JUNGLES
9783832796679,"WEBER, ALL-AMERICAN VOLUME XII"
9783832797355,"WEBER, ALL-AMERICAN VOLUME XIII"
9783832798598,"WEBWE, ALL AMERICAN XIV"
9783961710461,ZOO PORTRAITS
Teneues,"R$       363,00"
"Recuenco, Eugenio","R$       594,00"
"Ramelli, Serge","R$       396,00"
"Mangartz, Dirk","R$       363,00"
"Villete, Aurélien","R$       396,00"
"Jackson, Alison","R$       198,00"
"Koster, Heinz","R$       198,00"
"Snowson, Lord","R$       198,00"
"Hinz, Volker","R$       198,00"
Kelly Tony,"R$       363,00"
"Staud, René","R$       363,00"
"Willardt, Kenneth","R$       594,00"
"Neupert, Hannes","R$       330,00"
Teneues,"R$       594,00"
"Leonessa, Federico Pigna","eRl$li       330,00"
"Dorn, Oliver","R$       462,00"
"Harris, Tony","R$       396,00"
"Hoepker, Thomas","R$       396,00"
"Ockenfels, Frank","R$       462,00"
"Fox, Chloe","R$       660,00"
"Hohenlohe, Hubertus Vo","R$       396,00"
"Weber, Bruce","R$       462,00"
"Weber, Bruce","R$       462,00"
"Weber, Bruce","R$       462,00"
"Partal, Yago","R$       159,00"
"Preço comDesconto de50%"
"R$      172,00"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        73,00"
"R$        66,00"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        15,00"
"R$        22,00"
"R$        86,00"
"R$        73,00"
"R$        36,50"
"R$        23,50"
"R$        23,50"
"R$        53,00"
"R$        53,00"
"R$        40,00"
"R$      106,00"
"R$      106,00"
"R$        59,50"
"R$        73,00"
"R$        86,00"
"R$        73,00"
"R$      132,00"
"R$        73,00"
"R$        59,50"
"R$        86,00"
"R$        36,50"
"R$        73,00"
"R$        73,00"
"R$        46,50"
"R$        36,50"
"R$        36,50"
"R$        46,50"
"R$        36,50"
"R$      132,00"
"R$        59,50"
"R$        86,00"
"R$      119,00"
"R$        73,00"
"R$        73,00"
"R$        59,50"
"R$        86,00"
"R$        73,00"
"R$        86,00"
"R$        92,50"
"R$        92,50"
"R$        44,00"
"R$        44,00"
"R$        44,00"
"R$        44,00"
"R$        59,50"
"R$        73,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$      145,50"
"R$      181,50"
"R$      181,50"
"R$      181,50"
"R$      181,50"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$      181,50"
"R$      181,50"
"R$      181,50"
"R$        30,00"
"R$      181,50"
"R$        92,50"
"R$      181,50"
"R$      181,50"
"R$      181,50"
"R$      181,50"
"R$        79,50"
"R$      181,50"
"R$        79,50"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        30,00"
"R$      181,50"
"R$        49,50"
"R$        30,00"
"R$      218,00"
"R$      132,00"
"R$      181,50"
"R$      165,00"
"R$      132,00"
"R$      181,50"
"R$      181,50"
"R$        30,00"
"R$        33,00"
"R$        59,50"
"R$        59,50"
"R$      181,50"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$        86,00"
"R$        66,00"
"R$      198,00"
"R$      198,00"
"R$      198,00"
"R$      145,50"
"R$      172,00"
"R$      106,00"
"R$        66,00"
"R$      198,00"
"R$        66,00"
"R$      106,00"
"R$        66,00"
"R$      198,00"
"R$        73,00"
"R$      106,00"
"R$      198,00"
"R$      106,00"
"R$        43,00"
"R$        49,50"
"R$        73,00"
"R$      198,00"
"R$        73,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$        66,00"
"R$        66,00"
"R$        49,50"
"R$        49,50"
"R$      198,00"
"R$        73,00"
"R$        43,00"
"R$      106,00"
"R$      106,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        43,00"
"R$      145,50"
"R$        49,50"
"R$      198,00"
"R$        49,50"
"R$        73,00"
"R$        49,50"
"R$        49,50"
"R$        86,00"
"R$        49,50"
"R$        86,00"
"R$        49,50"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$        49,50"
"R$      198,00"
"R$      106,00"
"R$        73,00"
"R$      106,00"
"R$      198,00"
"R$      106,00"
"R$        66,00"
"R$      198,00"
"R$      198,00"
"R$      198,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$      198,00"
"R$        49,50"
"R$      119,00"
"R$        49,50"
"R$        73,00"
"R$        66,00"
"R$        49,50"
"R$      106,00"
"R$      198,00"
"R$      198,00"
"R$        66,00"
"R$      198,00"
"R$      106,00"
"R$        66,00"
"R$      106,00"
"R$        49,50"
"R$        43,00"
"R$        49,50"
"R$        49,50"
"R$        66,00"
"R$        43,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        73,00"
"R$        86,00"
"R$        73,00"
"R$        49,50"
"R$        86,00"
"R$        66,00"
"R$        43,00"
"R$        43,00"
"R$        92,50"
"R$        43,00"
"R$        49,50"
"R$        73,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$      198,00"
"R$        49,50"
"R$      106,00"
"R$        49,50"
"R$      181,50"
"R$        49,50"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$        30,00"
"R$      106,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$      106,00"
"R$      106,00"
"R$        66,00"
"R$        43,00"
"R$      106,00"
"R$      198,00"
"R$        73,00"
"R$      198,00"
"R$      198,00"
"R$      198,00"
"R$        86,00"
"R$      106,00"
"R$      198,00"
"R$      198,00"
"R$      106,00"
"R$        49,50"
"R$        73,00"
"R$      158,50"
"R$      106,00"
"R$      181,50"
"R$      125,50"
"R$      165,00"
"R$      165,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$      106,00"
"R$        49,50"
"R$        49,50"
"R$        49,50"
"R$      165,00"
"R$        49,50"
"R$        73,00"
"R$        79,50"
"R$      106,00"
"R$      106,00"
"R$        73,00"
"R$      106,00"
"R$        86,00"
"R$        86,00"
"R$        86,00"
"R$      181,50"
"R$        66,00"
"R$      264,00"
"R$      218,00"
"R$      145,50"
"R$        73,00"
"R$        73,00"
"R$        73,00"
"R$        73,00"
"R$        73,00"
"R$        73,00"
"R$        73,00"
"R$      231,00"
"R$        92,50"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$      132,00"
"R$      218,00"
"R$      231,00"
"R$        66,00"
"R$        92,50"
"R$        79,50"
"R$        66,00"
"R$        26,50"
"R$        26,50"
"R$        73,00"
"R$        36,50"
"R$        73,00"
"R$        66,00"
"R$      231,00"
"R$        30,00"
"R$        66,00"
"R$      264,00"
"R$      145,50"
"R$        30,00"
"R$        36,50"
"R$        36,50"
"R$      165,00"
"R$      106,00"
"R$      165,00"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        73,00"
"R$        46,50"
"R$        36,50"
"R$        30,00"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        30,00"
"R$        73,00"
"R$        36,50"
"R$        66,00"
"R$        36,50"
"R$        36,50"
"R$        92,50"
"R$        79,50"
"R$      231,00"
"R$        73,00"
"R$        92,50"
"R$        73,00"
"R$      125,50"
"R$      139,00"
"R$      224,50"
"R$        36,50"
"R$        66,00"
"R$          7,50"
"R$          7,50"
"R$          7,50"
"R$          7,50"
"R$          7,50"
"R$          7,50"
"R$        23,50"
"R$      119,00"
"R$      152,00"
"R$      119,00"
"R$        73,00"
"R$        40,00"
"R$        36,50"
"R$        73,00"
"R$      152,00"
"R$        92,50"
"R$      132,00"
"R$        66,00"
"R$        73,00"
"R$        73,00"
"R$        36,50"
"R$        73,00"
"R$        73,00"
"R$        59,50"
"R$        66,00"
"R$        66,00"
"R$        59,50"
"R$        59,50"
"R$        79,50"
"R$      152,00"
"R$        40,00"
"R$        40,00"
"R$        44,00"
"R$        92,50"
"R$        86,00"
"R$        51,00"
"R$        44,00"
"R$        44,00"
"R$        36,50"
"R$        44,00"
"R$        30,00"
"R$        23,50"
"R$        36,50"
"R$        36,50"
"R$        44,00"
"R$        23,50"
"R$        23,50"
"R$        51,00"
"R$        44,00"
"R$        23,50"
"R$        36,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        23,50"
"R$        53,00"
"R$        36,50"
"R$        23,50"
"R$        23,50"
"R$        36,50"
"R$        36,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        23,50"
"R$        53,00"
"R$        53,00"
"R$      139,00"
"R$        99,00"
"R$        99,00"
"R$        59,50"
"R$        33,00"
"R$        33,00"
"R$        73,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        59,50"
"R$        59,50"
"R$        59,50"
"R$        53,00"
"R$        53,00"
"R$        53,00"
"R$        59,50"
"R$        20,00"
"R$        59,50"
"R$      125,50"
"R$        36,50"
"R$        36,50"
"R$        59,50"
"R$        59,50"
"R$        59,50"
"R$        59,50"
"R$        36,50"
"R$        59,50"
"R$        36,50"
"R$      152,00"
"R$        73,00"
"R$        53,00"
"R$        73,00"
"R$        73,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        36,50"
"R$        53,00"
"R$        73,00"
"R$        36,50"
"R$      145,50"
"R$      102,50"
"R$        73,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        13,50"
"R$        13,50"
"R$        20,00"
"R$        13,50"
"R$        20,00"
"R$        13,50"
"R$        20,00"
"R$        20,00"
"R$        20,00"
"R$        13,50"
"R$        20,00"
"R$        26,50"
"R$        26,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        73,00"
"R$        46,50"
"R$        59,50"
"R$      165,00"
"R$        26,50"
"R$        26,50"
"R$      152,00"
"R$      145,50"
"R$      109,00"
"R$        53,00"
"R$        46,50"
"R$      125,50"
"R$      119,00"
"R$        46,50"
"R$        36,50"
"R$        46,50"
"R$        53,00"
"R$        30,00"
"R$      185,00"
"R$        73,00"
"R$        66,00"
"R$      119,00"
"R$      158,50"
"R$        66,00"
"R$      109,00"
"R$        46,50"
"R$        92,50"
"R$        99,00"
"R$        66,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      152,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$        92,50"
"R$        66,00"
"R$        53,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      106,00"
"R$      211,50"
"R$      211,50"
"R$      185,00"
"R$        79,50"
"R$        96,00"
"R$        53,00"
"R$        53,00"
"R$        56,50"
"R$        73,00"
"R$        53,00"
"R$        73,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        66,00"
"R$        30,00"
"R$        53,00"
"R$        86,00"
"R$        53,00"
"R$        66,00"
"R$        40,00"
"R$        30,00"
"R$        79,50"
"R$        30,00"
"R$        59,50"
"R$        59,50"
"R$      165,00"
"R$      264,00"
"R$      145,50"
"R$      238,00"
"R$      297,00"
"R$      330,00"
"R$      224,50"
"R$      152,00"
"R$      112,50"
"R$      224,50"
"R$      238,00"
"R$      238,00"
"R$      178,50"
"R$      396,00"
"R$      211,50"
"R$      330,00"
"R$      330,00"
"R$      297,00"
"R$      231,00"
"R$      396,00"
"R$      198,00"
"R$      396,00"
"R$      264,00"
"R$        79,50"
"R$      330,00"
"R$      152,00"
"R$      145,50"
"R$      158,50"
"R$      297,00"
"R$        99,00"
"R$      264,00"
"R$      211,50"
"R$      330,00"
"R$      396,00"
"R$      396,00"
"R$      330,00"
"R$      264,00"
"R$      284,00"
"R$      396,00"
"R$      297,00"
"R$      396,00"
"R$      396,00"
"R$      102,50"
"R$        59,50"
"R$        59,50"
"R$      264,00"
"R$        59,50"
"R$      175,00"
"R$      330,00"
"R$      165,00"
"R$      165,00"
"R$      178,50"
"R$      363,00"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$      264,00"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      165,00"
"R$      218,00"
"R$        66,00"
"R$        86,00"
"R$        86,00"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        46,50"
"R$        79,50"
"R$        36,50"
"R$        36,50"
"R$        36,50"
"R$        79,50"
"R$        79,50"
"R$        79,50"
"R$        51,00"
"R$        51,00"
"R$      112,50"
"R$        59,50"
"R$        59,50"
"R$        86,00"
"R$      264,00"
"R$        86,00"
"R$        33,00"
"R$      145,50"
"R$      165,00"
"R$      218,00"
"R$      119,00"
"R$      145,50"
"R$      181,50"
"R$      165,00"
"R$        66,00"
"R$      181,50"
"R$      165,00"
"R$      165,00"
"R$      145,50"
"R$      264,00"
"R$      139,00"
"R$      218,00"
"R$      218,00"
"R$      218,00"
"R$      238,00"
"R$      238,00"
"R$      175,00"
"R$      218,00"
"R$        53,00"
"R$        92,50"
"R$      106,00"
"R$      218,00"
"R$      181,50"
"R$      238,00"
"R$      132,00"
"R$      284,00"
"R$      238,00"
"R$      165,00"
"R$      165,00"
"R$      297,00"
"R$      165,00"
"R$      158,50"
"R$      165,00"
"R$      181,50"
"R$      396,00"
"R$        44,00"
"R$        66,00"
"R$      660,00"
"R$      977,00"
"R$      528,00"
"R$      396,00"
"R$  1.485,00"
"R$  1.386,00"
"R$  1.386,00"
"R$      396,00"
"R$      218,00"
"R$      181,50"
"R$      218,00"
"R$      165,00"
"R$      181,50"
"R$      181,50"
"R$        86,00"
"R$      264,00"
"R$      264,00"
"R$      528,00"
"R$      132,00"
"R$      264,00"
"R$      181,50"
"R$      145,50"
"R$      264,00"
"R$      132,00"
"R$      198,00"
"R$      238,00"
"R$      181,50"
"R$      330,00"
"R$        43,00"
"R$        43,00"
"R$        43,00"
"R$      109,00"
"R$      165,00"
"R$      152,00"
"R$      198,00"
"R$        46,50"
"R$      231,00"
"R$      297,00"
"R$      119,00"
"R$      165,00"
"R$      218,00"
"R$      264,00"
"R$      119,00"
"R$      165,00"
"R$      218,00"
"R$        46,50"
"R$      231,00"
"R$      297,00"
"R$      330,00"
"R$      198,00"
"R$      165,00"
"R$      165,00"
"R$      185,00"
"R$      165,00"
"R$      165,00"
"R$        46,50"
"R$      297,00"
"R$      330,00"
"R$      165,00"
"R$      198,00"
"R$      181,50"
"R$      181,50"
"R$      297,00"
"R$      198,00"
"R$      181,50"
"R$      198,00"
"R$        99,00"
"R$        99,00"
"R$        99,00"
"R$        99,00"
"R$      181,50"
"R$      181,50"
"R$      297,00"
"R$      165,00"
"R$      297,00"
"R$      165,00"
"R$      231,00"
"R$      198,00"
"R$      198,00"
"R$      231,00"
"R$      330,00"
"R$      198,00"
"R$      231,00"
"R$      231,00"
"R$      231,00"
"R$        79,50"
